doc_id,type,gold_label,pred_label,similarity,gold_text,pred_text
0,MATCH,Implicit,Implicit,1.000,"Does n't immigration of a working class citizen on such a massive scale cause dissonance in a country more so than it does cultural exchange, meaning that it would have been preferable to have our abortions alive?","Does n't immigration of a working class citizen on such a massive scale cause dissonance in a country more so than it does cultural exchange, meaning that it would have been preferable to have our abortions alive?"
0,MATCH,Implicit,Implicit,1.000,"Without the extra population from abortions, has there been proportionately more immigration to fill labor needs, or are the millions of illegals from Mexico as likely to be so numerous even if there was a higher none-abortion population?","Without the extra population from abortions, has there been proportionately more immigration to fill labor needs, or are the millions of illegals from Mexico as likely to be so numerous even if there was a higher none-abortion population?"
0,MATCH,Implicit,Implicit,1.000,Would we adapt to the population and make good use of each of them?,Would we adapt to the population and make good use of each of them?
0,MATCH,Implicit,Implicit,1.000,Every middle-class child in the country would receive a lower quality education if there were 55 million more around.,Every middle-class child in the country would receive a lower quality education if there were 55 million more around.
0,MATCH,Implicit,Implicit,1.000,"Waging war to purposefully lower population, even with a country facing similar issues, would cost not only resources, but it would also cause political, cultural, and global issues.","Waging war to purposefully lower population, even with a country facing similar issues, would cost not only resources, but it would also cause political, cultural, and global issues."
0,MATCH,Explicit,Explicit,1.000,There have been 55 million abortions in the US since 1973.,There have been 55 million abortions in the US since 1973.
0,MATCH,Explicit,Explicit,1.000,Can you counter that?,Can you counter that?
0,MATCH,Explicit,Explicit,1.000,Modern technology like the internet must be considered.,Modern technology like the internet must be considered.
0,MATCH,Implicit,Implicit,1.000,This holds true even if illegal immigration is an overall plus to the countries value.,This holds true even if illegal immigration is an overall plus to the countries value.
0,MATCH,Explicit,Explicit,1.000,That may be true.,That may be true.
0,MATCH,Implicit,Implicit,1.000,"Various ways to lower a resource negative population would have to be explored, if not because of this 55 million, then because of the next 55 million.","Various ways to lower a resource negative population would have to be explored, if not because of this 55 million, then because of the next 55 million."
0,MATCH,Implicit,Implicit,1.000,"One possibility is that there would be wars waged to try to kill them all, perhaps even with other countries with similar problems.","One possibility is that there would be wars waged to try to kill them all, perhaps even with other countries with similar problems."
0,MATCH,Explicit,Explicit,0.998,"Is a more highly populated and economically productive America today going to result in an America tomorrow that can handle over population problems, or would having a higher population from none-abortion just add on to the problems of a world going to shit?","Is a more highly populated and economically productive America today going to result in an America tomorrow that can handle over population problems, or would having a higher population from none-abortions just add on to the problems of a world going to shit?"
0,MATCH,Explicit,Explicit,0.962,"33 % of women who obtain abortions have family incomes under $ 11,000 annually, 11 % of abortions are obtained by women whose household incomes are $ 50,000 or more.","33 % of women who obtain abortions have family incomes under $ 11,000 annually,"
0,MATCH,Explicit,Explicit,0.802,"Sure, hopefully I can find some sources to support this argument as well, otherwise I may have to change my mind! ( Here is a well sourced link to some stats about women who have abortions)",( Here is a well sourced link to some stats about women who have abortions)
0,MISS,Implicit,O,0.000,America is a better place because of the 55 million abortions its had.,
0,MISS,Explicit,O,0.000,Something in the ballpark of 45 % of women who have abortions have more than one abortion.,
0,MISS,Implicit,O,0.000,"These people would have been raised by their incompetent parents to drain down society, increase crime rates, suck up resources, and generally screw things up.",
0,MISS,Implicit,O,0.000,Do you really think abortions are only had by incompetent people who could n't be good parents?,
0,MISS,Implicit,O,0.000,This appears to be a belief that has led you to conclude that America must be better off but you are really misinformed about the type of women who obtain abortions.,
0,MISS,Implicit,O,0.000,"I 'm not trying to hear arguments on the ethics of abortion, its a banal argument that everyone and their mother has had at one point",
0,MISS,Explicit,O,0.000,what I am really fishing for is insight into what the country would look like with those 55 million around.,
0,MISS,Explicit,O,0.000,Its a complicated issue.,
0,MISS,Implicit,O,0.000,"So that means the majority of those having abortions have income between $ 11,000 and $ 55,000, which is above the Federal Poverty line.",
0,MISS,Explicit,O,0.000,"Conclusion: Mexicans are the supreme race, native Americans will go extinct through abortion and then out-breeding.",
0,MISS,Explicit,O,0.000,"*no that is n't a serious sentiment, i 'm just saying, this discussion is abstract enough to go into some weird places and that it is necessary to have a stopping point",
0,MISS,Implicit,O,0.000,"Similar: An aborted fetus is likely to have been a less productive person than a never-considered-for-abortion fetus, but in an industrial society, its likely that these abortions would still be more productive than not.",
0,SPURIOUS,O,Explicit,0.000,,America is a better place because of the 55 million abortions its had.
0,SPURIOUS,O,Explicit,0.000,,Do you really think abortions are only had by incompetent people who could n't be good parents?
0,SPURIOUS,O,Implicit,0.000,,Something in the ballpark of 45 % of women who have abortions have more than one abortion.
0,SPURIOUS,O,Explicit,0.000,,This appears to be a belief that has led you to conclude that America must be better off but you are really misinformed about the type of women who obtain abortions.
0,SPURIOUS,O,Explicit,0.000,,"Sure, hopefully I can find some sources to support this argument as well, otherwise I may have to change my mind!"
0,SPURIOUS,O,Implicit,0.000,,"I 'm not trying to hear arguments on the ethics of abortion, its a banal argument that everyone and their mother has had at one point what I am really fishing for is insight into what the country would look like with those 55 million around."
0,SPURIOUS,O,Implicit,0.000,,Its a complicated issue.
0,SPURIOUS,O,Explicit,0.000,,"11 % of abortions are obtained by women whose household incomes are $ 50,000 or more."
0,SPURIOUS,O,Explicit,0.000,,"So that means the majority of those having abortions have income between $ 11,000 and $ 55,000, which is above the Federal Poverty line."
0,SPURIOUS,O,Implicit,0.000,,"Conclusion: Mexicans are the supreme race, native Americans will go extinct through abortion and then out-breeding."
0,SPURIOUS,O,Implicit,0.000,,"*no that is n't a serious sentiment, i 'm just saying, this discussion is abstract enough to go into some weird places and that it is necessary to have a stopping point"
0,SPURIOUS,O,Explicit,0.000,,"Similar: An aborted fetus is likely to have been a less productive person than a never-considered-for-abortion fetus, but in an industrial society, its likely that these abortions would still be more productive than not."
0,SPURIOUS,O,Explicit,0.000,,"These people would have been raised by their incompetent parents to drain down society, increase crime rates, suck up resources, and generally screw things up."
1,MATCH,Explicit,Explicit,1.000,"Maybe I put forward the wrong view, but I think you and I more or less agree that their is something fetid in the system.","Maybe I put forward the wrong view, but I think you and I more or less agree that their is something fetid in the system."
1,MATCH,Explicit,Explicit,1.000,"You might not get very far, but you can run.","You might not get very far, but you can run."
1,MATCH,Explicit,Explicit,1.000,"On the municipal level I do n't think superpacs are a problem, but definitely on a federal level.","On the municipal level I do n't think superpacs are a problem, but definitely on a federal level."
1,MATCH,Explicit,Explicit,1.000,"Honestly, none of these things have been democratically voted for, so why are Americans so deluded about this?","Honestly, none of these things have been democratically voted for, so why are Americans so deluded about this?"
1,MATCH,Explicit,Explicit,1.000,"America 's problem is n't that it is n't a democracy; rather, I think that America 's problem is that it has fetishized democracy to the point where anything resulting from that system is accepted, even if it 's corrupt and tyrannical, and that 's exactly what it 's turning into.","America 's problem is n't that it is n't a democracy; rather, I think that America 's problem is that it has fetishized democracy to the point where anything resulting from that system is accepted, even if it 's corrupt and tyrannical, and that 's exactly what it 's turning into."
1,MATCH,Explicit,Explicit,1.000,It instantly results in a situation where only the rich can run for and hold offices.,It instantly results in a situation where only the rich can run for and hold offices.
1,MATCH,Explicit,Explicit,1.000,"You can argue, perhaps successfully, that the US is a fascist, un-free state, but it remains by definition a democratic one.","You can argue, perhaps successfully, that the US is a fascist, un-free state, but it remains by definition a democratic one."
1,MATCH,Explicit,Explicit,1.000,"The USA was intended to be a federal republic, a republic being a form of indirect democracy.","The USA was intended to be a federal republic, a republic being a form of indirect democracy."
1,MATCH,Explicit,Explicit,1.000,"No, we 're probably never going to get money out of politics entirely, but corporations being able to anonymously fund entire campaigns is a major threat to healthy government, even if it is n't, strictly speaking, un-democratic.","No, we 're probably never going to get money out of politics entirely, but corporations being able to anonymously fund entire campaigns is a major threat to healthy government, even if it is n't, strictly speaking, un-democratic."
1,MATCH,Explicit,Explicit,1.000,"I 'm pissed off about the way things are in America, as I 'm sure you are, and I always think that the best way to address a problem is to see it for what it is.","I 'm pissed off about the way things are in America, as I 'm sure you are, and I always think that the best way to address a problem is to see it for what it is."
1,MATCH,Explicit,Explicit,1.000,"Ideally I would like it if no money was involved in the poltical process, but that is naive.","Ideally I would like it if no money was involved in the poltical process, but that is naive."
1,MATCH,Explicit,Explicit,1.000,There 's no rule saying that the person who raises the most money wins the election.,There 's no rule saying that the person who raises the most money wins the election.
1,MATCH,Explicit,Explicit,1.000,"Raising large amounts of money requires leadership, diplomacy, organization, charisma… all traits I like to see in my elected officials.","Raising large amounts of money requires leadership, diplomacy, organization, charisma… all traits I like to see in my elected officials."
1,MATCH,Explicit,Explicit,1.000,"In itself, I do n't see a problem with that.","In itself, I do n't see a problem with that."
1,MATCH,Explicit,Explicit,1.000,"And you do n't need millions of dollars, you need to be *able to raise* millions of dollars.","And you do n't need millions of dollars, you need to be *able to raise* millions of dollars."
1,MATCH,Explicit,Explicit,1.000,The fact that you need millions of dollars to do so seems unfair.,The fact that you need millions of dollars to do so seems unfair.
1,MATCH,Explicit,Explicit,1.000,"And we continue to vote those who do these things into office in free and fair elections, time and time again, without fail.","And we continue to vote those who do these things into office in free and fair elections, time and time again, without fail."
1,MATCH,Explicit,Explicit,1.000,"The domestic spying, the secret courts, the torture, the corporate favoritism, the environmental destruction, the lies, the unjustified wars, the unregulated financial system ... all of those are things instituted or approved by our democratically elected officials, fully within the scope of power ceded to them by the constitution.","The domestic spying, the secret courts, the torture, the corporate favoritism, the environmental destruction, the lies, the unjustified wars, the unregulated financial system ... all of those are things instituted or approved by our democratically elected officials, fully within the scope of power ceded to them by the constitution."
1,MATCH,Explicit,Explicit,1.000,Are those officials elected in free and fair democratic elections?,Are those officials elected in free and fair democratic elections?
1,MATCH,Explicit,Explicit,1.000,"A democracy is not necessarily a functional, benevolent government, nor is a democracy necessarily free.","A democracy is not necessarily a functional, benevolent government, nor is a democracy necessarily free."
1,MATCH,Explicit,Explicit,1.000,I get tired of seeing people worship at the altar of the US flag - they seem blind to what the US government is really about.,I get tired of seeing people worship at the altar of the US flag - they seem blind to what the US government is really about.
1,MATCH,Explicit,Explicit,1.000,"The fact that most people vote for the most visible candidate on their side rather than the one that most closely represents their interests is a problem with the electorate and also a result of our winner-take-all voting system, but neither of those are in conflict with the USA being a democracy by definition.","The fact that most people vote for the most visible candidate on their side rather than the one that most closely represents their interests is a problem with the electorate and also a result of our winner-take-all voting system, but neither of those are in conflict with the USA being a democracy by definition."
1,MATCH,Explicit,Explicit,1.000,Is political power in the US held by elected officials?,Is political power in the US held by elected officials?
1,MATCH,Explicit,Explicit,0.993,"To see if it actually *is* one ( at least the"" republic"" part), we just need to answer a few simple questions.","To see if it actually is one ( at least the"" republic"" part), we just need to answer a few simple questions."
1,MATCH,Explicit,Explicit,0.974,Anyone *can* run for office.,Anyone can run for office.
1,MATCH,Explicit,Explicit,0.877,"it seems like the problem is more caused by the populace not being responsible voters, I see that and agree with it.","Okay, I think you have officially Changed My View haha ... it seems like the problem is more caused by the populace not being responsible voters, I see that and agree with it."
1,MATCH,Explicit,Explicit,0.873,"It 's not a free, democratic society by any means. It 's clearly an oligarchy.","It 's not a free, democratic society by any means."
1,MISS,Implicit,O,0.000,America is not a democracy.,
1,MISS,Implicit,O,0.000,Really though. There is an unchecked organization that spies on them 24/7 without consent.,
1,MISS,Implicit,O,0.000,The US has given itself license to detain and torture citizens with no trial.,
1,MISS,Implicit,O,0.000,"The energy laws in that country allow corporations to drill where they please and, as a result, poison who they please.",
1,MISS,Implicit,O,0.000,American citizens have clearly been lied to in many situations.,
1,MISS,Implicit,O,0.000,These lies have led to events like the second gulf war.,
1,MISS,Implicit,O,0.000,Not to mention the completely unregulated financial system.,
1,MISS,Explicit,O,0.000,"Okay, I think you have officially Changed My View haha ...",
1,MISS,Explicit,O,0.000,"The answer to both of those questions is unambiguously"" yes.""",
1,MISS,Explicit,O,0.000,Fair enough haha. This is the best argument I 've seen here,
1,MISS,Implicit,O,0.000,but how can you have truly fair elections if things like superpacs exist?,
1,MISS,Implicit,O,0.000,What 's your basis for believing that SuperPACs make elections un-free or un-fair?,
1,MISS,Explicit,O,0.000,Well in my brain a fair election is when anyone can run for office.,
1,MISS,Implicit,O,0.000,The corruption and lack of transparency created by PACs and SuperPACs and Citizens United in general is definitely a major problem,
1,MISS,Explicit,O,0.000,"but like some other things that have come up in this discussion, it 's not an issue that makes the USA an un-democratic state.",
1,SPURIOUS,O,Explicit,0.000,,America is not a democracy.
1,SPURIOUS,O,Explicit,0.000,,Really though.
1,SPURIOUS,O,Explicit,0.000,,There is an unchecked organization that spies on them 24/7 without consent.
1,SPURIOUS,O,Explicit,0.000,,The US has given itself license to detain and torture citizens with no trial.
1,SPURIOUS,O,Explicit,0.000,,"The energy laws in that country allow corporations to drill where they please and, as a result, poison who they please."
1,SPURIOUS,O,Explicit,0.000,,American citizens have clearly been lied to in many situations.
1,SPURIOUS,O,Explicit,0.000,,These lies have led to events like the second gulf war.
1,SPURIOUS,O,Explicit,0.000,,Not to mention the completely unregulated financial system.
1,SPURIOUS,O,Explicit,0.000,,"The corruption and lack of transparency created by PACs and SuperPACs and Citizens United in general is definitely a major problem but like some other things that have come up in this discussion, it 's not an issue that makes the USA an un-democratic state."
1,SPURIOUS,O,Explicit,0.000,,It 's clearly an oligarchy.
1,SPURIOUS,O,Implicit,0.000,,"The answer to both of those questions is unambiguously"" yes."""
1,SPURIOUS,O,Explicit,0.000,,Fair enough haha.
1,SPURIOUS,O,Explicit,0.000,,This is the best argument I 've seen here but how can you have truly fair elections if things like superpacs exist?
1,SPURIOUS,O,Explicit,0.000,,What 's your basis for believing that SuperPACs make elections un-free or un-fair?
1,SPURIOUS,O,Implicit,0.000,,Well in my brain a fair election is when anyone can run for office.
2,MATCH,Implicit,Implicit,1.000,"Some might argue that soldiers do the US a disservice rather than help, but that ’s [ usually] the fault of their leaders and therefore not relevant to the debate.","Some might argue that soldiers do the US a disservice rather than help, but that ’s [ usually] the fault of their leaders and therefore not relevant to the debate."
2,MATCH,Implicit,Implicit,1.000,"It seems that medical responders ( even hospital staff, actually) and other emergency services do more good for society than soldiers and that such discounts should be given to them.","It seems that medical responders ( even hospital staff, actually) and other emergency services do more good for society than soldiers and that such discounts should be given to them."
2,MATCH,Explicit,Explicit,1.000,"For those of you who do n’t know, it ’s common ( at least in the US) for businesses, transit agencies, etc. to give small discounts to military veterans to thank them for their service.","For those of you who do n’t know, it ’s common ( at least in the US) for businesses, transit agencies, etc. to give small discounts to military veterans to thank them for their service."
2,MATCH,Implicit,Implicit,0.907,"’m really hoping there ’s a good reason behind the status quo, but we ’ll see.","I ’m really hoping there ’s a good reason behind the status quo, but we ’ll see. It looks like there ’s even less reason behind it than I initially thought, actually."
2,MATCH,Explicit,Explicit,0.862,Yep,Yep.
2,MISS,Implicit,O,0.000,"EMTs, SAR, firefighters, police, etc. should receive “military discounts”.",
2,MISS,Implicit,O,0.000,"As for the “ They ’re not risking their lives for our country."" argument, police officers do that too, and for citizens rather than the country and its interests.",
2,MISS,Implicit,O,0.000,I,
2,MISS,Implicit,O,0.000,"It looks like there ’s even less reason behind it than I initially thought, actually.",
2,MISS,Implicit,O,0.000,"In summary, I think that EMS people are just as deserving of these discounts",
2,MISS,Implicit,O,0.000,many more people contribute enough to be placed in the same category,
2,MISS,Implicit,O,0.000,but I now believe - for the same reason - that these discounts should n’t be offered at all.,
2,MISS,Implicit,O,0.000,"How many tons of food, water, and blankets did firefighters haul into the Sandy disaster zone?",
2,MISS,Implicit,O,0.000,Way less than my folk.,
2,MISS,Implicit,O,0.000,Does that make us public servants? Nope. We all just do our jobs.,
2,MISS,Implicit,O,0.000,Are you a trucker?,
2,MISS,Explicit,O,0.000,.,
2,SPURIOUS,O,Explicit,0.000,,"EMTs, SAR, firefighters, police, etc. should receive “military discounts”."
2,SPURIOUS,O,Explicit,0.000,,"As for the “ They ’re not risking their lives for our country."" argument, police officers do that too, and for citizens rather than the country and its interests."
2,SPURIOUS,O,Explicit,0.000,,"In summary, I think that EMS people are just as deserving of these discounts many more people contribute enough to be placed in the same category but I now believe - for the same reason - that these discounts shouldn’t be offered at all."
2,SPURIOUS,O,Explicit,0.000,,"How many tons of food, water, and blankets did firefighters haul into the Sandy disaster zone?"
2,SPURIOUS,O,Explicit,0.000,,Way less than my folk.
2,SPURIOUS,O,Explicit,0.000,,Does that make us public servants?
2,SPURIOUS,O,Explicit,0.000,,Nope.
2,SPURIOUS,O,Explicit,0.000,,We all just do our jobs.
2,SPURIOUS,O,Explicit,0.000,,Are you a trucker?
3,MATCH,Explicit,Explicit,1.000,There is also a Youtube video to go with this opinion.,There is also a Youtube video to go with this opinion.
3,MATCH,Explicit,Explicit,1.000,"There have been 4 jobs or activities which Man has engaged in throughout the centuries: Hunter / Gathering, Agriculture, Manufacturing, and Services.","There have been 4 jobs or activities which Man has engaged in throughout the centuries: Hunter / Gathering, Agriculture, Manufacturing, and Services."
3,MATCH,Explicit,Explicit,1.000,I do disagree with Gade a little bit.,I do disagree with Gade a little bit.
3,MATCH,Explicit,Explicit,1.000,It is the final stretch of the linear trend that began with the birth of our species.,It is the final stretch of the linear trend that began with the birth of our species.
3,MATCH,Explicit,Explicit,1.000,The current jobless situation you read about in the news is not an ordinary part of the business cycle.,The current jobless situation you read about in the news is not an ordinary part of the business cycle.
3,MATCH,Explicit,Explicit,1.000,Bill Gade presents the argument better than I do so I will just quote him.,Bill Gade presents the argument better than I do so I will just quote him.
3,MATCH,Explicit,Explicit,1.000,"At some point, Man 's artificial economic system will necessarily collapse.","At some point, Man 's artificial economic system will necessarily collapse."
3,MATCH,Explicit,Explicit,0.954,"Just like the Industrial revolution forced feudal and mercantile agriculturalist societies to become capitalist ones, the Automation revolution will force capitalist economies to become socialist ones.",the Automation revolution will force capitalist economies to become socialist ones.
3,MATCH,Explicit,Explicit,0.952,What category can you imagine in which billions of people will be working in the future?,What 's next? What category can you imagine in which billions of people will be working in the future?
3,MATCH,Explicit,Explicit,0.948,"Praxagora: I want all to have a share of everything and all property to be in common; there will no longer be either rich or poor; I shall begin by making land, money, everything that is private property, common to all.",Praxagora: I want all to have a share of everything and all property to be in common; there will no longer be either rich or poor;
3,MATCH,Explicit,Explicit,0.944,"Automation is a slow process that will take decades, and end up revolutionizing our economic structure and way of life.","Automation is a slow process that will take decades,"
3,MATCH,Explicit,Explicit,0.893,"I do realize that this is a very unhealthy idea to have whether or not that the idea is true or not, I just have not been able to beat it myself.","I do realize that this is a very unhealthy idea to have whether or not that the idea is true or not,"
3,MATCH,Explicit,Explicit,0.885,Praxagora: The ~~slaves~~ robots of course.,Praxagora: The robots of course.
3,MATCH,Explicit,Explicit,0.827,It is known as Unemployment.,It turns out that there is a final category. It is known as Unemployment.
3,MATCH,Explicit,Explicit,0.801,"I do n't think it would kill everybody, but the some few people that still know how to hunt and gather would probably survive as well people who were rich enough to have access to a lot of resources to start out with before the economy crashes.",but the some few people that still know how to hunt and gather would probably survive as well people who were rich enough to have access to a lot of resources to start out with before the economy crashes.
3,MISS,Explicit,O,0.000,Humans are going to die out because of an economic collapse.,
3,MISS,Explicit,O,0.000,What 's next?,
3,MISS,Explicit,O,0.000,It turns out that there is a final category.,
3,MISS,Implicit,O,0.000,"As Agriculture, Manufacturing, and Services become more efficient in the coming months, workers will have nowhere to go but to the unemployment line.",
3,MISS,Implicit,O,0.000,"When that happens, the corporations which produce and deliver food will no longer have an incentive to do so.",
3,MISS,Implicit,O,0.000,The cities will suffer great hunger and it will be the end of Man.,
3,MISS,Implicit,O,0.000,I probably believe this because I listen to Alex Jones too much.,
3,MISS,Explicit,O,0.000,Blepyrus: But who will till the soil?,
3,MISS,Implicit,O,0.000,On one hand the trend if confirmed would be consistent with Karl Marx 's prediction.,
3,MISS,Implicit,O,0.000,On the other hand I work with Free Software on a daily basis but it seems more capitalist than anything.,
3,SPURIOUS,O,Implicit,0.000,,Humans are going to die out because of an economic collapse.
3,SPURIOUS,O,Explicit,0.000,,"As Agriculture, Manufacturing, and Services become more efficient in the coming months, workers will have nowhere to go but to the unemployment line."
3,SPURIOUS,O,Explicit,0.000,,"When that happens, the corporations which produce and deliver food will no longer have an incentive to do so."
3,SPURIOUS,O,Explicit,0.000,,The cities will suffer great hunger and it will be the end of Man.
3,SPURIOUS,O,Explicit,0.000,,I just have not been able to beat it myself.
3,SPURIOUS,O,Explicit,0.000,,"I do n't think it would kill everybody,"
3,SPURIOUS,O,Explicit,0.000,,I probably believe this because I listen to Alex Jones too much.
3,SPURIOUS,O,Explicit,0.000,,"I shall begin by making land, money, everything that is private property, common to all."
3,SPURIOUS,O,Implicit,0.000,,Praxagora: But who will till the soil?
3,SPURIOUS,O,Explicit,0.000,,and end up revolutionizing our economic structure and way of life.
3,SPURIOUS,O,Explicit,0.000,,"Just like the Industrial revolution forced feudal and mercantile agriculturalist societies to become capitalist ones,"
3,SPURIOUS,O,Explicit,0.000,,On one hand the trend if confirmed would be consistent with Karl Marx 's prediction.
3,SPURIOUS,O,Explicit,0.000,,On the other hand I work with Free Software on a daily basis but it seems more capitalist than anything.
4,MATCH,Explicit,Explicit,1.000,"There have been 4 jobs or activities which Man has engaged in throughout the centuries: Hunter / Gathering, Agriculture, Manufacturing, and Services.","There have been 4 jobs or activities which Man has engaged in throughout the centuries: Hunter / Gathering, Agriculture, Manufacturing, and Services."
4,MATCH,Explicit,Explicit,1.000,Which one?,Which one?
4,MATCH,Implicit,Implicit,0.998,If the urban folk get rid of the rural folk the urban folk will just die due to their lack of skills.,"If the urban folk get rid of the rural folk, the urban folk will just die due to their lack of skills."
4,MATCH,Explicit,Explicit,0.959,"Cryptocurrency may help a little because it would allow servers to be able to buy and sell things, but once they can administrate their own systems what is the use of humans.","Cryptocurrency may help a little because it would allow servers to be able to buy and sell things, but once they can administrate their own systems what is the use of humans?"
4,MISS,Explicit,O,0.000,Humans are going to die out because of an economic collapse.,
4,MISS,Explicit,O,0.000,Bill Gade presents the argument better than I do so I will just quote him.,
4,MISS,Explicit,O,0.000,What 's next?,
4,MISS,Explicit,O,0.000,What category can you imagine in which billions of people will be working in the future?,
4,MISS,Explicit,O,0.000,It turns out that there is a final category.,
4,MISS,Explicit,O,0.000,It is known as Unemployment.,
4,MISS,Implicit,O,0.000,"As Agriculture, Manufacturing, and Services become more efficient in the coming months, workers will have nowhere to go but to the unemployment line.",
4,MISS,Explicit,O,0.000,"At some point, Man 's artificial economic system will necessarily collapse.",
4,MISS,Implicit,O,0.000,"When that happens, the corporations which produce and deliver food will no longer have an incentive to do so.",
4,MISS,Implicit,O,0.000,The cities will suffer great hunger and it will be the end of Man.,
4,MISS,Explicit,O,0.000,The current jobless situation you read about in the news is not an ordinary part of the business cycle.,
4,MISS,Explicit,O,0.000,It is the final stretch of the linear trend that began with the birth of our species.,
4,MISS,Explicit,O,0.000,There is also a Youtube video to go with this opinion.,
4,MISS,Explicit,O,0.000,"I do realize that this is a very unhealthy idea to have whether or not that the idea is true or not, I just have not been able to beat it myself.",
4,MISS,Explicit,O,0.000,I do disagree with Gade a little bit.,
4,MISS,Explicit,O,0.000,"I do n't think it would kill everybody, but the some few people that still know how to hunt and gather would probably survive as well people who were rich enough to have access to a lot of resources to start out with before the economy crashes.",
4,MISS,Implicit,O,0.000,I probably believe this because I listen to Alex Jones too much.,
4,MISS,Explicit,O,0.000,"At some point, Man 's artificial economic system will necessarily collapse.",
4,MISS,Explicit,O,0.000,Why is the end of our current economic paradigm not followed by a new one?,
4,MISS,Explicit,O,0.000,The reason that the end of our current economic paradigm wo n't be followed by a new one is because there is nothing for us to do after the machines are doing all of the service jobs we are currently losing.,
4,MISS,Explicit,O,0.000,Machines do n't have money either so they wo n't bother buying services from us.,
4,MISS,Implicit,O,0.000,"When that happens, the corporations which produce and deliver food will no longer have an incentive to do so.",
4,MISS,Implicit,O,0.000,The cities will suffer great hunger and it will be the end of Man.,
4,MISS,Explicit,O,0.000,Yes food shortages would be difficult in a city but if it got that bad why would n't people just leave the city and form small communities that farmed their own food?,
4,MISS,Explicit,O,0.000,Why would it be the end of man?,
4,MISS,Implicit,O,0.000,What would be stopping them is the people already in the commutes they would try to go to.,
4,MISS,Implicit,O,0.000,They could n't just survive together because the ecosystem will not be able to sustain the amount of people.,
4,MISS,Explicit,O,0.000,The rural folk can survive without the urban folk but their standard of living will plummet due to lack of infrastructure.,
4,SPURIOUS,O,Implicit,0.000,,Humans are going to die out because of an economic collapse.
